id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
ace24540859c7e64,"Oh shit, there seems to be a case here, Marsh Arabs. Honestly, I have no idea, but it's quite possible that they could be descendants to the ancient Sumerians. — |Talk 20:52 25 Jul, 2007 (UTC)",1,0,0,0,0,0
948d9060f83ac76c,"Tesc, where did you go?  Were you in fact a sockpuppet?",1,0,0,0,0,0
dc51c66ff7e78396,"your all a bunch of idiots, rename the page have i got news for you episode guide, thats what this is and thats what these things are usually called, the current name is too long and sounds childish",1,0,0,0,1,0
ee0c1d905ad291c8,"warning? 

why did you warn me? for what? im war with ultra-christians ultra-racist and other jerks, warn me for what?Contributions/62.248.42.19",1,0,0,0,1,0
b13539a97f762250,"""

thank you Fut. Perf. once more you remain true to Wikipedia Policies especially WP:Etiquette, WP:MASTODONS, WP:Bite, WP:AGF and WP:Civil by  Translating what you wrote in the Edit Summary: """"Go Fuck yourself wanker"""". Thanks again  """,1,0,0,0,0,0
83a835e1c77f1ab8,ONOREM IS STILL A FAUGOTT,1,0,1,0,1,0
9be585867461d56c,"you abuse you position 

a$$hole",1,0,1,0,1,0
a31b455d8824c832,"""
""""I want to be a fuck you.""""
That's a song.""",1,0,1,0,0,0
f7b66923c2745baf,"Well, you might not be welcoming me if you knew what my other account was. It's called I Condemn Homosexuality. The edit filter totally stopped me from making any edits with that account, so it seems to be working well.",1,0,0,0,0,0
7f3e55c7fd8c42f7,"""
Does """"Mhm"""" mean you agree with me? If you don't agree, then read below. 

Fine, I don't even care for the next potential innocent user who gets caught as a sock of . I hope they do because Wikipedia is corrupt for not telling innocent users about banned users. They publicly reveal sex offenders for a reason to protect children. If you won't publicly reveal banned users, then fine. I now know what Wikipedia is. It's a dog-eat-dog world that cares nothing about anyone. Have a nice day. I'm out of here. This is my last comment.   """,1,0,0,0,0,0
4caea566855049d6,this person is a communist and should be taken outside and shot as a traitor.,1,0,0,1,0,0
0d4faf4c253248c5,give a **** on them. I inserted,1,0,0,0,0,0
81652ecf99fce354,"hey 

way to support nazis, you racist",1,0,0,0,0,1
15be73e35d34739a,"dickhead dickhead, your a dickhead, you can take me to bed and show me your dickhead. dickhead dickhead, your a dickhead, so go and fuck yourself tonight",1,1,1,0,1,0
2df13d0c56aba937,Fuck you - you self-righteous creep.,1,0,1,0,1,0
